Result,Margin,Runs/Wickets,Home/Away,Ground,Match Date,Match Month,Match Year,Match Period,Matches,Country,Opponent Team
Won,96,runs,Home,Lahore,24-06-2008,Jun,2008,Jun-08,1,Bangladesh,U.A.E.
Lost,131,runs,Home,Lahore,25-06-2008,Jun,2008,Jun-08,1,Bangladesh,SriLanka
Lost,7,wickets,Home,Karachi,28-06-2008,Jun,2008,Jun-08,1,Bangladesh,India
Lost,158,runs,Home,Karachi,30-06-2008,Jun,2008,Jun-08,1,Bangladesh,SriLanka
Lost,10,wickets,Away,Karachi,04-07-2008,Jul,2008,Jul-08,1,Bangladesh,Pakistan
Lost,180,runs,Away,Darwin,30-08-2008,Aug,2008,Aug-08,1,Bangladesh,Australia
Lost,8,wickets,Away,Darwin,03-09-2008,Sep,2008,Sep-08,1,Bangladesh,Australia
Lost,73,runs,Away,Darwin,06-09-2008,Sep,2008,Sep-08,1,Bangladesh,Australia
Won,7,wickets,Home,Dhaka,09-10-2008,Oct,2008,Oct-08,1,Bangladesh,NewZealand
Lost,75,runs,Home,Dhaka,11-10-2008,Oct,2008,Oct-08,1,Bangladesh,NewZealand
Lost,79,runs,Home,Chattogram,14-10-2008,Oct,2008,Oct-08,1,Bangladesh,NewZealand
Lost,61,runs,Away,Potchefstroom,07-11-2008,Nov,2008,Nov-08,1,Bangladesh,SouthAfrica
Lost,128,runs,Away,Benoni,09-11-2008,Nov,2008,Nov-08,1,Bangladesh,SouthAfrica
Lost,38,runs,Home,Dhaka,10-01-2009,Jan,2009,Jan-09,1,Bangladesh,Zimbabwe
Won,5,wickets,Home,Dhaka,14-01-2009,Jan,2009,Jan-09,1,Bangladesh,SriLanka
Lost,2,wickets,Home,Dhaka,16-01-2009,Jan,2009,Jan-09,1,Bangladesh,SriLanka
Lost,2,wickets,Home,Dhaka,19-01-2009,Jan,2009,Jan-09,1,Bangladesh,Zimbabwe
Won,6,wickets,Home,Dhaka,21-01-2009,Jan,2009,Jan-09,1,Bangladesh,Zimbabwe
Won,6,wickets,Home,Dhaka,23-01-2009,Jan,2009,Jan-09,1,Bangladesh,Zimbabwe
Won,52,runs,Away,Roseau,26-07-2009,Jul,2009,Jul-09,1,Bangladesh,WestIndies
Won,3,wickets,Away,Roseau,28-07-2009,Jul,2009,Jul-09,1,Bangladesh,WestIndies
Won,3,wickets,Away,Basseterre,31-07-2009,Jul,2009,Jul-09,1,Bangladesh,WestIndies
Won,8,wickets,Away,Bulawayo,09-08-2009,Aug,2009,Aug-09,1,Bangladesh,Zimbabwe
Won,49,runs,Away,Bulawayo,11-08-2009,Aug,2009,Aug-09,1,Bangladesh,Zimbabwe
Lost,69,runs,Away,Bulawayo,14-08-2009,Aug,2009,Aug-09,1,Bangladesh,Zimbabwe
Won,4,wickets,Away,Bulawayo,16-08-2009,Aug,2009,Aug-09,1,Bangladesh,Zimbabwe
Won,5,wickets,Away,Bulawayo,18-08-2009,Aug,2009,Aug-09,1,Bangladesh,Zimbabwe
Lost,5,wickets,Home,Dhaka,27-10-2009,Oct,2009,Oct-09,1,Bangladesh,Zimbabwe
Won,7,wickets,Home,Dhaka,29-10-2009,Oct,2009,Oct-09,1,Bangladesh,Zimbabwe
Won,4,wickets,Home,Dhaka,31-10-2009,Oct,2009,Oct-09,1,Bangladesh,Zimbabwe
Won,6,wickets,Home,Chattogram,03-11-2009,Nov,2009,Nov-09,1,Bangladesh,Zimbabwe
Won,1,wickets,Home,Chattogram,05-11-2009,Nov,2009,Nov-09,1,Bangladesh,Zimbabwe
Lost,7,wickets,Home,Dhaka,04-01-2010,Jan,2010,Jan-10,1,Bangladesh,SriLanka
Lost,6,wickets,Home,Dhaka,07-01-2010,Jan,2010,Jan-10,1,Bangladesh,India
Lost,9,wickets,Home,Dhaka,08-01-2010,Jan,2010,Jan-10,1,Bangladesh,SriLanka
Lost,6,wickets,Home,Dhaka,11-01-2010,Jan,2010,Jan-10,1,Bangladesh,India
Lost,146,runs,Away,Napier,05-02-2010,Feb,2010,Feb-10,1,Bangladesh,NewZealand
Lost,5,wickets,Away,Dunedin,08-02-2010,Feb,2010,Feb-10,1,Bangladesh,NewZealand
Lost,3,wickets,Away,Christchurch,11-02-2010,Feb,2010,Feb-10,1,Bangladesh,NewZealand
Lost,6,wickets,Home,Dhaka,28-02-2010,Feb,2010,Feb-10,1,Bangladesh,England
Lost,2,wickets,Home,Dhaka,02-03-2010,Mar,2010,Mar-10,1,Bangladesh,England
Lost,45,runs,Home,Chattogram,05-03-2010,Mar,2010,Mar-10,1,Bangladesh,England
Lost,6,wickets,Home,Dambulla,16-06-2010,Jun,2010,Jun-10,1,Bangladesh,India
Lost,126,runs,Away,Dambulla,18-06-2010,Jun,2010,Jun-10,1,Bangladesh,SriLanka
Lost,139,runs,Home,Dambulla,21-06-2010,Jun,2010,Jun-10,1,Bangladesh,Pakistan
Lost,6,wickets,Away,Nottingham,08-07-2010,Jul,2010,Jul-10,1,Bangladesh,England
Won,5,runs,Away,Bristol,10-07-2010,Jul,2010,Jul-10,1,Bangladesh,England
Lost,144,runs,Away,Birmingham,12-07-2010,Jul,2010,Jul-10,1,Bangladesh,England
Lost,7,wickets,Away,Belfast,15-07-2010,Jul,2010,Jul-10,1,Bangladesh,Ireland
Won,6,wickets,Away,Belfast,16-07-2010,Jul,2010,Jul-10,1,Bangladesh,Ireland
Lost,6,wickets,Home,Glasgow,20-07-2010,Jul,2010,Jul-10,1,Bangladesh,Netherlands
Won,9,runs,Home,Dhaka,05-10-2010,Oct,2010,Oct-10,1,Bangladesh,NewZealand
Won,7,wickets,Home,Dhaka,11-10-2010,Oct,2010,Oct-10,1,Bangladesh,NewZealand
Won,9,runs,Home,Dhaka,14-10-2010,Oct,2010,Oct-10,1,Bangladesh,NewZealand
Won,3,runs,Home,Dhaka,17-10-2010,Oct,2010,Oct-10,1,Bangladesh,NewZealand
Lost,9,runs,Home,Dhaka,01-12-2010,Dec,2010,Dec-10,1,Bangladesh,Zimbabwe
Won,6,wickets,Home,Dhaka,03-12-2010,Dec,2010,Dec-10,1,Bangladesh,Zimbabwe
Won,65,runs,Home,Dhaka,06-12-2010,Dec,2010,Dec-10,1,Bangladesh,Zimbabwe
Won,6,wickets,Home,Chattogram,12-12-2010,Dec,2010,Dec-10,1,Bangladesh,Zimbabwe
Lost,87,runs,Home,Dhaka,19-02-2011,Feb,2011,Feb-11,1,Bangladesh,India
Won,27,runs,Home,Dhaka,25-02-2011,Feb,2011,Feb-11,1,Bangladesh,Ireland
Lost,9,wickets,Home,Dhaka,04-03-2011,Mar,2011,Mar-11,1,Bangladesh,WestIndies
Won,2,wickets,Home,Chattogram,11-03-2011,Mar,2011,Mar-11,1,Bangladesh,England
Won,6,wickets,Home,Chattogram,14-03-2011,Mar,2011,Mar-11,1,Bangladesh,Netherlands
Lost,206,runs,Home,Dhaka,19-03-2011,Mar,2011,Mar-11,1,Bangladesh,SouthAfrica
Lost,60,runs,Home,Dhaka,09-04-2011,Apr,2011,Apr-11,1,Bangladesh,Australia
Lost,9,wickets,Home,Dhaka,11-04-2011,Apr,2011,Apr-11,1,Bangladesh,Australia
Lost,66,runs,Home,Dhaka,13-04-2011,Apr,2011,Apr-11,1,Bangladesh,Australia
Lost,4,wickets,Away,Harare,12-08-2011,Aug,2011,Aug-11,1,Bangladesh,Zimbabwe
Lost,7,wickets,Away,Harare,14-08-2011,Aug,2011,Aug-11,1,Bangladesh,Zimbabwe
Lost,5,runs,Away,Harare,16-08-2011,Aug,2011,Aug-11,1,Bangladesh,Zimbabwe
Won,6,wickets,Away,Bulawayo,19-08-2011,Aug,2011,Aug-11,1,Bangladesh,Zimbabwe
Won,93,runs,Away,Bulawayo,21-08-2011,Aug,2011,Aug-11,1,Bangladesh,Zimbabwe
Lost,40,runs,Home,Dhaka,13-10-2011,Oct,2011,Oct-11,1,Bangladesh,WestIndies
Lost,8,wickets,Home,Dhaka,15-10-2011,Oct,2011,Oct-11,1,Bangladesh,WestIndies
Won,8,wickets,Home,Chattogram,18-10-2011,Oct,2011,Oct-11,1,Bangladesh,WestIndies
Lost,5,wickets,Home,Dhaka,01-12-2011,Dec,2011,Dec-11,1,Bangladesh,Pakistan
Lost,76,runs,Home,Dhaka,03-12-2011,Dec,2011,Dec-11,1,Bangladesh,Pakistan
Lost,58,runs,Home,Chattogram,06-12-2011,Dec,2011,Dec-11,1,Bangladesh,Pakistan
Lost,21,runs,Home,Dhaka,11-03-2012,Mar,2012,Mar-12,1,Bangladesh,Pakistan
Won,5,wickets,Home,Dhaka,16-03-2012,Mar,2012,Mar-12,1,Bangladesh,India
Won,5,wickets,Home,Dhaka,20-03-2012,Mar,2012,Mar-12,1,Bangladesh,SriLanka
Lost,2,runs,Home,Dhaka,22-03-2012,Mar,2012,Mar-12,1,Bangladesh,Pakistan
Won,7,wickets,Home,Khulna,30-11-2012,Nov,2012,Nov-12,1,Bangladesh,WestIndies
Won,160,runs,Home,Khulna,02-12-2012,Dec,2012,Dec-12,1,Bangladesh,WestIndies
Lost,4,wickets,Home,Dhaka,05-12-2012,Dec,2012,Dec-12,1,Bangladesh,WestIndies
Lost,75,runs,Home,Dhaka,07-12-2012,Dec,2012,Dec-12,1,Bangladesh,WestIndies
Won,2,wickets,Home,Dhaka,08-12-2012,Dec,2012,Dec-12,1,Bangladesh,WestIndies
Lost,8,wickets,Away,Hambantota,23-03-2013,Mar,2013,Mar-13,1,Bangladesh,SriLanka
Won,3,wickets,Away,Pallekele,28-03-2013,Mar,2013,Mar-13,1,Bangladesh,SriLanka
Won,121,runs,Away,Bulawayo,03-05-2013,May,2013,May-13,1,Bangladesh,Zimbabwe
Lost,6,wickets,Away,Bulawayo,05-05-2013,May,2013,May-13,1,Bangladesh,Zimbabwe
Lost,7,wickets,Away,Bulawayo,08-05-2013,May,2013,May-13,1,Bangladesh,Zimbabwe
Won,43,runs,Home,Dhaka,29-10-2013,Oct,2013,Oct-13,1,Bangladesh,NewZealand
Won,40,runs,Home,Dhaka,31-10-2013,Oct,2013,Oct-13,1,Bangladesh,NewZealand
Won,4,wickets,Home,Fatullah,03-11-2013,Nov,2013,Nov-13,1,Bangladesh,NewZealand
Lost,13,runs,Home,Dhaka,17-02-2014,Feb,2014,Feb-14,1,Bangladesh,SriLanka
Lost,61,runs,Home,Dhaka,20-02-2014,Feb,2014,Feb-14,1,Bangladesh,SriLanka
Lost,6,wickets,Home,Dhaka,22-02-2014,Feb,2014,Feb-14,1,Bangladesh,SriLanka
Lost,6,wickets,Home,Fatullah,26-02-2014,Feb,2014,Feb-14,1,Bangladesh,India
Lost,32,runs,Home,Fatullah,01-03-2014,Mar,2014,Mar-14,1,Bangladesh,Afghanistan
Lost,3,wickets,Home,Dhaka,04-03-2014,Mar,2014,Mar-14,1,Bangladesh,Pakistan
Lost,3,wickets,Home,Dhaka,06-03-2014,Mar,2014,Mar-14,1,Bangladesh,SriLanka
Lost,7,wickets,Home,Dhaka,15-06-2014,Jun,2014,Jun-14,1,Bangladesh,India
Lost,47,runs,Home,Dhaka,17-06-2014,Jun,2014,Jun-14,1,Bangladesh,India
Lost,3,wickets,Away,St George's,20-08-2014,Aug,2014,Aug-14,1,Bangladesh,WestIndies
Lost,177,runs,Away,St George's,22-08-2014,Aug,2014,Aug-14,1,Bangladesh,WestIndies
Lost,91,runs,Away,Basseterre,25-08-2014,Aug,2014,Aug-14,1,Bangladesh,WestIndies
Won,87,runs,Home,Chattogram,21-11-2014,Nov,2014,Nov-14,1,Bangladesh,Zimbabwe
Won,68,runs,Home,Chattogram,23-11-2014,Nov,2014,Nov-14,1,Bangladesh,Zimbabwe
Won,124,runs,Home,Dhaka,26-11-2014,Nov,2014,Nov-14,1,Bangladesh,Zimbabwe
Won,21,runs,Home,Dhaka,28-11-2014,Nov,2014,Nov-14,1,Bangladesh,Zimbabwe
Won,5,wickets,Home,Dhaka,01-12-2014,Dec,2014,Dec-14,1,Bangladesh,Zimbabwe
Won,105,runs,Away,Canberra,18-02-2015,Feb,2015,Feb-15,1,Bangladesh,Afghanistan
Lost,92,runs,Home,Melbourne,26-02-2015,Feb,2015,Feb-15,1,Bangladesh,SriLanka
Won,6,wickets,Home,Nelson,05-03-2015,Mar,2015,Mar-15,1,Bangladesh,Scotland
Won,15,runs,Home,Adelaide,09-03-2015,Mar,2015,Mar-15,1,Bangladesh,England
Lost,3,wickets,Away,Hamilton,13-03-2015,Mar,2015,Mar-15,1,Bangladesh,NewZealand
Lost,109,runs,Home,Melbourne,19-03-2015,Mar,2015,Mar-15,1,Bangladesh,India
Won,79,runs,Home,Dhaka,17-04-2015,Apr,2015,Apr-15,1,Bangladesh,Pakistan
Won,7,wickets,Home,Dhaka,19-04-2015,Apr,2015,Apr-15,1,Bangladesh,Pakistan
Won,8,wickets,Home,Dhaka,22-04-2015,Apr,2015,Apr-15,1,Bangladesh,Pakistan
Won,79,runs,Home,Dhaka,18-06-2015,Jun,2015,Jun-15,1,Bangladesh,India
Won,6,wickets,Home,Dhaka,21-06-2015,Jun,2015,Jun-15,1,Bangladesh,India
Lost,77,runs,Home,Dhaka,24-06-2015,Jun,2015,Jun-15,1,Bangladesh,India
Lost,8,wickets,Home,Dhaka,10-07-2015,Jul,2015,Jul-15,1,Bangladesh,SouthAfrica
Won,7,wickets,Home,Dhaka,12-07-2015,Jul,2015,Jul-15,1,Bangladesh,SouthAfrica
Won,9,wickets,Home,Chattogram,15-07-2015,Jul,2015,Jul-15,1,Bangladesh,SouthAfrica
Won,145,runs,Home,Dhaka,07-11-2015,Nov,2015,Nov-15,1,Bangladesh,Zimbabwe
Won,58,runs,Home,Dhaka,09-11-2015,Nov,2015,Nov-15,1,Bangladesh,Zimbabwe
Won,61,runs,Home,Dhaka,11-11-2015,Nov,2015,Nov-15,1,Bangladesh,Zimbabwe
Won,7,runs,Home,Dhaka,25-09-2016,Sep,2016,Sep-16,1,Bangladesh,Afghanistan
Lost,2,wickets,Home,Dhaka,28-09-2016,Sep,2016,Sep-16,1,Bangladesh,Afghanistan
Won,141,runs,Home,Dhaka,01-10-2016,Oct,2016,Oct-16,1,Bangladesh,Afghanistan
Lost,21,runs,Home,Dhaka,07-10-2016,Oct,2016,Oct-16,1,Bangladesh,England
Won,34,runs,Home,Dhaka,09-10-2016,Oct,2016,Oct-16,1,Bangladesh,England
Lost,4,wickets,Home,Chattogram,12-10-2016,Oct,2016,Oct-16,1,Bangladesh,England
Lost,77,runs,Away,Christchurch,26-12-2016,Dec,2016,Dec-16,1,Bangladesh,NewZealand
Lost,67,runs,Away,Nelson,29-12-2016,Dec,2016,Dec-16,1,Bangladesh,NewZealand
Lost,8,wickets,Away,Nelson,31-12-2016,Dec,2016,Dec-16,1,Bangladesh,NewZealand
Won,90,runs,Away,Dambulla,25-03-2017,Mar,2017,Mar-17,1,Bangladesh,SriLanka
Lost,70,runs,Away,Colombo (SSC),01-04-2017,Apr,2017,Apr-17,1,Bangladesh,SriLanka
Lost,4,wickets,Home,Dublin,17-05-2017,May,2017,May-17,1,Bangladesh,NewZealand
Won,8,wickets,Away,Dublin (Malahide),19-05-2017,May,2017,May-17,1,Bangladesh,Ireland
Won,5,wickets,Home,Dublin,24-05-2017,May,2017,May-17,1,Bangladesh,NewZealand
Lost,8,wickets,Away,The Oval,01-06-2017,Jun,2017,Jun-17,1,Bangladesh,England
Won,5,wickets,Home,Cardiff,09-06-2017,Jun,2017,Jun-17,1,Bangladesh,NewZealand
Lost,9,wickets,Home,Birmingham,15-06-2017,Jun,2017,Jun-17,1,Bangladesh,India
Lost,10,wickets,Away,Kimberley,15-10-2017,Oct,2017,Oct-17,1,Bangladesh,SouthAfrica
Lost,104,runs,Away,Paarl,18-10-2017,Oct,2017,Oct-17,1,Bangladesh,SouthAfrica
Lost,200,runs,Away,East London,22-10-2017,Oct,2017,Oct-17,1,Bangladesh,SouthAfrica
Won,8,wickets,Home,Dhaka,15-01-2018,Jan,2018,Jan-18,1,Bangladesh,Zimbabwe
Won,163,runs,Home,Dhaka,19-01-2018,Jan,2018,Jan-18,1,Bangladesh,SriLanka
Won,91,runs,Home,Dhaka,23-01-2018,Jan,2018,Jan-18,1,Bangladesh,Zimbabwe
Lost,10,wickets,Home,Dhaka,25-01-2018,Jan,2018,Jan-18,1,Bangladesh,SriLanka
Lost,79,runs,Home,Dhaka,27-01-2018,Jan,2018,Jan-18,1,Bangladesh,SriLanka
Won,48,runs,Away,Providence,22-07-2018,Jul,2018,Jul-18,1,Bangladesh,WestIndies
Lost,3,runs,Away,Providence,25-07-2018,Jul,2018,Jul-18,1,Bangladesh,WestIndies
Won,18,runs,Away,Basseterre,28-07-2018,Jul,2018,Jul-18,1,Bangladesh,WestIndies
Won,137,runs,Home,Dubai (DSC),15-09-2018,Sep,2018,Sep-18,1,Bangladesh,SriLanka
Lost,136,runs,Away,Abu Dhabi,20-09-2018,Sep,2018,Sep-18,1,Bangladesh,Afghanistan
Lost,7,wickets,Home,Dubai (DSC),21-09-2018,Sep,2018,Sep-18,1,Bangladesh,India
Won,3,runs,Away,Abu Dhabi,23-09-2018,Sep,2018,Sep-18,1,Bangladesh,Afghanistan
Won,37,runs,Home,Abu Dhabi,26-09-2018,Sep,2018,Sep-18,1,Bangladesh,Pakistan
Lost,3,wickets,Home,Dubai (DSC),28-09-2018,Sep,2018,Sep-18,1,Bangladesh,India
Won,28,runs,Home,Dhaka,21-10-2018,Oct,2018,Oct-18,1,Bangladesh,Zimbabwe
Won,7,wickets,Home,Chattogram,24-10-2018,Oct,2018,Oct-18,1,Bangladesh,Zimbabwe
Won,7,wickets,Home,Chattogram,26-10-2018,Oct,2018,Oct-18,1,Bangladesh,Zimbabwe
Won,5,wickets,Home,Dhaka,09-12-2018,Dec,2018,Dec-18,1,Bangladesh,WestIndies
Lost,4,wickets,Home,Dhaka,11-12-2018,Dec,2018,Dec-18,1,Bangladesh,WestIndies
Won,8,wickets,Home,Sylhet,14-12-2018,Dec,2018,Dec-18,1,Bangladesh,WestIndies
Lost,8,wickets,Away,Napier,13-02-2019,Feb,2019,Feb-19,1,Bangladesh,NewZealand
Lost,8,wickets,Away,Christchurch,16-02-2019,Feb,2019,Feb-19,1,Bangladesh,NewZealand
Lost,88,runs,Away,Dunedin,20-02-2019,Feb,2019,Feb-19,1,Bangladesh,NewZealand
Won,8,wickets,Home,Dublin,07-05-2019,May,2019,May-19,1,Bangladesh,WestIndies
Won,5,wickets,Home,Dublin (Malahide),13-05-2019,May,2019,May-19,1,Bangladesh,WestIndies
Won,6,wickets,Away,Dublin,15-05-2019,May,2019,May-19,1,Bangladesh,Ireland
Won,5,wickets,Home,Dublin (Malahide),17-05-2019,May,2019,May-19,1,Bangladesh,WestIndies
Won,21,runs,Home,The Oval,02-06-2019,Jun,2019,Jun-19,1,Bangladesh,SouthAfrica
Lost,2,wickets,Home,The Oval,05-06-2019,Jun,2019,Jun-19,1,Bangladesh,NewZealand
Lost,106,runs,Away,Cardiff,08-06-2019,Jun,2019,Jun-19,1,Bangladesh,England
Won,7,wickets,Home,Taunton,17-06-2019,Jun,2019,Jun-19,1,Bangladesh,WestIndies
Lost,48,runs,Away,Nottingham,20-06-2019,Jun,2019,Jun-19,1,Bangladesh,Australia
Won,62,runs,Away,Southampton,24-06-2019,Jun,2019,Jun-19,1,Bangladesh,Afghanistan
Lost,28,runs,Home,Birmingham,02-07-2019,Jul,2019,Jul-19,1,Bangladesh,India
Lost,94,runs,Home,Lord's,05-07-2019,Jul,2019,Jul-19,1,Bangladesh,Pakistan
Lost,91,runs,Away,Colombo (RPS),26-07-2019,Jul,2019,Jul-19,1,Bangladesh,SriLanka
Lost,7,wickets,Away,Colombo (RPS),28-07-2019,Jul,2019,Jul-19,1,Bangladesh,SriLanka
Lost,122,runs,Away,Colombo (RPS),31-07-2019,Jul,2019,Jul-19,1,Bangladesh,SriLanka
Won,169,runs,Home,Sylhet,01-03-2020,Mar,2020,Mar-20,1,Bangladesh,Zimbabwe
Won,4,runs,Home,Sylhet,03-03-2020,Mar,2020,Mar-20,1,Bangladesh,Zimbabwe
Won,123,runs,Home,Sylhet,06-03-2020,Mar,2020,Mar-20,1,Bangladesh,Zimbabwe
Lost,106,runs,Home,Nairobi,15-08-2001,Aug,2001,Aug-01,1,Kenya,WestIndies
Lost,6,wickets,Home,Nairobi (Gym),18-08-2001,Aug,2001,Aug-01,1,Kenya,WestIndies
Lost,7,wickets,Home,Nairobi (Gym),19-08-2001,Aug,2001,Aug-01,1,Kenya,WestIndies
Lost,7,wickets,Away,Benoni,07-10-2001,Oct,2001,Oct-01,1,Kenya,SouthAfrica
Lost,10,wickets,Away,Bloemfontein,12-10-2001,Oct,2001,Oct-01,1,Kenya,India
Lost,9,wickets,Away,Kimberley,14-10-2001,Oct,2001,Oct-01,1,Kenya,SouthAfrica
Won,70,runs,Away,Port Elizabeth,17-10-2001,Oct,2001,Oct-01,1,Kenya,India
Lost,208,runs,Away,Cape Town,22-10-2001,Oct,2001,Oct-01,1,Kenya,SouthAfrica
Lost,186,runs,Away,Paarl,24-10-2001,Oct,2001,Oct-01,1,Kenya,India
Lost,4,wickets,Home,Nairobi (Gym),29-08-2002,Aug,2002,Aug-02,1,Kenya,Pakistan
Lost,7,wickets,Home,Nairobi (Gym),01-09-2002,Sep,2002,Sep-02,1,Kenya,Pakistan
Lost,8,wickets,Home,Nairobi (Gym),02-09-2002,Sep,2002,Sep-02,1,Kenya,Australia
Lost,5,wickets,Home,Nairobi (Gym),05-09-2002,Sep,2002,Sep-02,1,Kenya,Australia
Lost,29,runs,Home,Colombo (SSC),17-09-2002,Sep,2002,Sep-02,1,Kenya,WestIndies
Lost,176,runs,Home,Colombo (RPS),20-09-2002,Sep,2002,Sep-02,1,Kenya,SouthAfrica
Lost,47,runs,Away,Kwekwe,11-12-2002,Dec,2002,Dec-02,1,Kenya,Zimbabwe
Lost,9,wickets,Away,Bulawayo,15-12-2002,Dec,2002,Dec-02,1,Kenya,Zimbabwe
Lost,10,wickets,Away,Potchefstroom,12-02-2003,Feb,2003,Feb-03,1,Kenya,SouthAfrica
Won,4,wickets,Away,Cape Town,15-02-2003,Feb,2003,Feb-03,1,Kenya,Canada
Won,53,runs,Home,Nairobi (Gym),24-02-2003,Feb,2003,Feb-03,1,Kenya,SriLanka
Won,32,runs,Away,Johannesburg,01-03-2003,Mar,2003,Mar-03,1,Kenya,Bangladesh
Lost,142,runs,Home,Kimberley,04-03-2003,Mar,2003,Mar-03,1,Kenya,WestIndies
Lost,6,wickets,Away,Cape Town,07-03-2003,Mar,2003,Mar-03,1,Kenya,India
Won,7,wickets,Home,Bloemfontein,12-03-2003,Mar,2003,Mar-03,1,Kenya,Zimbabwe
Lost,5,wickets,Away,Durban,15-03-2003,Mar,2003,Mar-03,1,Kenya,Australia
Lost,91,runs,Away,Durban,20-03-2003,Mar,2003,Mar-03,1,Kenya,India
Lost,5,wickets,Home,Sharjah,05-04-2003,Apr,2003,Apr-03,1,Kenya,Zimbabwe
Lost,129,runs,Home,Sharjah,06-04-2003,Apr,2003,Apr-03,1,Kenya,SriLanka
Lost,143,runs,Home,Sharjah,08-04-2003,Apr,2003,Apr-03,1,Kenya,Pakistan
Lost,98,runs,Away,Southampton,11-09-2004,Sep,2004,Sep-04,1,Kenya,India
Lost,7,wickets,Home,Birmingham,14-09-2004,Sep,2004,Sep-04,1,Kenya,Pakistan
Lost,8,wickets,Away,Bulawayo,25-02-2006,Feb,2006,Feb-06,1,Kenya,Zimbabwe
Won,79,runs,Away,Bulawayo,26-02-2006,Feb,2006,Feb-06,1,Kenya,Zimbabwe
Won,65,runs,Away,Harare,01-03-2006,Mar,2006,Mar-06,1,Kenya,Zimbabwe
Lost,109,runs,Away,Harare,03-03-2006,Mar,2006,Mar-06,1,Kenya,Zimbabwe
Lost,131,runs,Away,Bogra,17-03-2006,Mar,2006,Mar-06,1,Kenya,Bangladesh
Lost,9,wickets,Away,Khulna,20-03-2006,Mar,2006,Mar-06,1,Kenya,Bangladesh
Lost,20,runs,Away,Fatullah,23-03-2006,Mar,2006,Mar-06,1,Kenya,Bangladesh
Lost,7,wickets,Away,Fatullah,25-03-2006,Mar,2006,Mar-06,1,Kenya,Bangladesh
Won,108,runs,Away,Toronto,05-08-2006,Aug,2006,Aug-06,1,Kenya,Canada
Won,5,wickets,Away,Toronto,06-08-2006,Aug,2006,Aug-06,1,Kenya,Canada
Lost,6,wickets,Home,Nairobi (Gym),12-08-2006,Aug,2006,Aug-06,1,Kenya,Bangladesh
Lost,2,wickets,Home,Nairobi (Gym),13-08-2006,Aug,2006,Aug-06,1,Kenya,Bangladesh
Lost,6,wickets,Home,Nairobi (Gym),15-08-2006,Aug,2006,Aug-06,1,Kenya,Bangladesh
Won,79,runs,Home,Mombasa,11-11-2006,Nov,2006,Nov-06,1,Kenya,Bermuda
Won,7,wickets,Home,Mombasa,12-11-2006,Nov,2006,Nov-06,1,Kenya,Bermuda
Won,104,runs,Home,Mombasa,14-11-2006,Nov,2006,Nov-06,1,Kenya,Bermuda
Won,190,runs,Home,Mombasa,17-01-2007,Jan,2007,Jan-07,1,Kenya,Scotland
Won,6,runs,Home,Mombasa,21-01-2007,Jan,2007,Jan-07,1,Kenya,Scotland
Lost,69,runs,Home,Mombasa,24-01-2007,Jan,2007,Jan-07,1,Kenya,Canada
Won,10,wickets,Home,Nairobi (Jaff),29-01-2007,Jan,2007,Jan-07,1,Kenya,Bermuda
Won,7,wickets,Home,Nairobi (Gym),31-01-2007,Jan,2007,Jan-07,1,Kenya,Netherlands
Won,1,wickets,Home,Nairobi (Ruaraka),02-02-2007,Feb,2007,Feb-07,1,Kenya,Ireland
Lost,77,runs,Home,Nairobi (Gym),04-02-2007,Feb,2007,Feb-07,1,Kenya,Scotland
Won,158,runs,Home,Nairobi (Jaff),05-02-2007,Feb,2007,Feb-07,1,Kenya,Canada
Won,8,wickets,Home,Nairobi (Gym),07-02-2007,Feb,2007,Feb-07,1,Kenya,Scotland
Won,7,wickets,Away,Gros Islet,14-03-2007,Mar,2007,Mar-07,1,Kenya,Canada
Lost,148,runs,Home,Gros Islet,20-03-2007,Mar,2007,Mar-07,1,Kenya,NewZealand
Lost,7,wickets,Away,Gros Islet,24-03-2007,Mar,2007,Mar-07,1,Kenya,England
Won,4,wickets,Home,Nairobi (Gym),18-10-2007,Oct,2007,Oct-07,1,Kenya,Canada
Won,4,wickets,Home,Nairobi (Gym),20-10-2007,Oct,2007,Oct-07,1,Kenya,Canada
Won,8,wickets,Home,Nairobi (Gym),25-10-2007,Oct,2007,Oct-07,1,Kenya,Bermuda
Won,3,wickets,Home,Nairobi (Gym),27-10-2007,Oct,2007,Oct-07,1,Kenya,Bermuda
Won,1,wickets,Home,Nairobi (Gym),28-10-2007,Oct,2007,Oct-07,1,Kenya,Bermuda
Lost,6,wickets,Away,Rotterdam,21-08-2008,Aug,2008,Aug-08,1,Kenya,Netherlands
Lost,33,runs,Away,Belfast,24-08-2008,Aug,2008,Aug-08,1,Kenya,Ireland
Lost,86,runs,Home,Nairobi (Gym),18-10-2008,Oct,2008,Oct-08,1,Kenya,Ireland
Won,95,runs,Home,Nairobi (Gym),19-10-2008,Oct,2008,Oct-08,1,Kenya,Zimbabwe
Lost,159,runs,Away,Bloemfontein,31-10-2008,Oct,2008,Oct-08,1,Kenya,SouthAfrica
Lost,7,wickets,Away,Kimberley,02-11-2008,Nov,2008,Nov-08,1,Kenya,SouthAfrica
Lost,109,runs,Home,Mombasa,27-01-2009,Jan,2009,Jan-09,1,Kenya,Zimbabwe
Lost,151,runs,Home,Mombasa,29-01-2009,Jan,2009,Jan-09,1,Kenya,Zimbabwe
