Result,Margin,Runs/Wickets,Home/Away,Ground,Match Date,Match Month,Match Year,Match Period,Matches,Country,Opponent Team
Won,256,runs,Away,Karachi,25-06-2008,Jun,2008,Jun-08,1,India,HongKong
Won,6,wickets,Away,Karachi,26-06-2008,Jun,2008,Jun-08,1,India,Pakistan
Won,7,wickets,Away,Karachi,28-06-2008,Jun,2008,Jun-08,1,India,Bangladesh
Lost,8,wickets,Away,Karachi,02-07-2008,Jul,2008,Jul-08,1,India,Pakistan
Won,6,wickets,Home,Karachi,03-07-2008,Jul,2008,Jul-08,1,India,SriLanka
Lost,100,runs,Home,Karachi,06-07-2008,Jul,2008,Jul-08,1,India,SriLanka
Lost,8,wickets,Away,Dambulla,18-08-2008,Aug,2008,Aug-08,1,India,SriLanka
Won,3,wickets,Away,Dambulla,20-08-2008,Aug,2008,Aug-08,1,India,SriLanka
Won,33,runs,Away,Colombo (RPS),24-08-2008,Aug,2008,Aug-08,1,India,SriLanka
Won,46,runs,Away,Colombo (RPS),27-08-2008,Aug,2008,Aug-08,1,India,SriLanka
Lost,112,runs,Away,Colombo (RPS),29-08-2008,Aug,2008,Aug-08,1,India,SriLanka
Won,158,runs,Home,Rajkot,14-11-2008,Nov,2008,Nov-08,1,India,England
Won,54,runs,Home,Indore,17-11-2008,Nov,2008,Nov-08,1,India,England
Won,16,runs,Home,Kanpur,20-11-2008,Nov,2008,Nov-08,1,India,England
Won,19,runs,Home,Bengaluru,23-11-2008,Nov,2008,Nov-08,1,India,England
Won,6,wickets,Home,Cuttack,26-11-2008,Nov,2008,Nov-08,1,India,England
Won,6,wickets,Away,Dambulla,28-01-2009,Jan,2009,Jan-09,1,India,SriLanka
Won,15,runs,Away,Colombo (RPS),31-01-2009,Jan,2009,Jan-09,1,India,SriLanka
Won,147,runs,Away,Colombo (RPS),03-02-2009,Feb,2009,Feb-09,1,India,SriLanka
Won,67,runs,Away,Colombo (RPS),05-02-2009,Feb,2009,Feb-09,1,India,SriLanka
Lost,68,runs,Away,Colombo (RPS),08-02-2009,Feb,2009,Feb-09,1,India,SriLanka
Won,53,runs,Away,Napier,03-03-2009,Mar,2009,Mar-09,1,India,NewZealand
Won,58,runs,Away,Christchurch,08-03-2009,Mar,2009,Mar-09,1,India,NewZealand
Won,84,runs,Away,Hamilton,11-03-2009,Mar,2009,Mar-09,1,India,NewZealand
Lost,8,wickets,Away,Auckland,14-03-2009,Mar,2009,Mar-09,1,India,NewZealand
Won,20,runs,Away,Kingston,26-06-2009,Jun,2009,Jun-09,1,India,WestIndies
Lost,8,wickets,Away,Kingston,28-06-2009,Jun,2009,Jun-09,1,India,WestIndies
Won,6,wickets,Away,Gros Islet,03-07-2009,Jul,2009,Jul-09,1,India,WestIndies
Won,6,wickets,Home,Colombo (RPS),11-09-2009,Sep,2009,Sep-09,1,India,NewZealand
Lost,139,runs,Away,Colombo (RPS),12-09-2009,Sep,2009,Sep-09,1,India,SriLanka
Won,46,runs,Away,Colombo (RPS),14-09-2009,Sep,2009,Sep-09,1,India,SriLanka
Lost,54,runs,Home,Centurion,26-09-2009,Sep,2009,Sep-09,1,India,Pakistan
Won,7,wickets,Home,Johannesburg,30-09-2009,Sep,2009,Sep-09,1,India,WestIndies
Lost,4,runs,Home,Vadodara,25-10-2009,Oct,2009,Oct-09,1,India,Australia
Won,99,runs,Home,Nagpur,28-10-2009,Oct,2009,Oct-09,1,India,Australia
Won,6,wickets,Home,Delhi,31-10-2009,Oct,2009,Oct-09,1,India,Australia
Lost,24,runs,Home,Mohali,02-11-2009,Nov,2009,Nov-09,1,India,Australia
Lost,3,runs,Home,Hyderabad (Deccan),05-11-2009,Nov,2009,Nov-09,1,India,Australia
Lost,6,wickets,Home,Guwahati,08-11-2009,Nov,2009,Nov-09,1,India,Australia
Won,3,runs,Home,Rajkot,15-12-2009,Dec,2009,Dec-09,1,India,SriLanka
Lost,3,wickets,Home,Nagpur,18-12-2009,Dec,2009,Dec-09,1,India,SriLanka
Won,7,wickets,Home,Cuttack,21-12-2009,Dec,2009,Dec-09,1,India,SriLanka
Won,7,wickets,Home,Kolkata,24-12-2009,Dec,2009,Dec-09,1,India,SriLanka
Lost,5,wickets,Home,Dhaka,05-01-2010,Jan,2010,Jan-10,1,India,SriLanka
Won,6,wickets,Away,Dhaka,07-01-2010,Jan,2010,Jan-10,1,India,Bangladesh
Won,8,wickets,Home,Dhaka,10-01-2010,Jan,2010,Jan-10,1,India,SriLanka
Won,6,wickets,Away,Dhaka,11-01-2010,Jan,2010,Jan-10,1,India,Bangladesh
Lost,4,wickets,Home,Dhaka,13-01-2010,Jan,2010,Jan-10,1,India,SriLanka
Won,1,runs,Home,Jaipur,21-02-2010,Feb,2010,Feb-10,1,India,SouthAfrica
Won,153,runs,Home,Gwalior,24-02-2010,Feb,2010,Feb-10,1,India,SouthAfrica
Lost,90,runs,Home,Ahmedabad,27-02-2010,Feb,2010,Feb-10,1,India,SouthAfrica
Lost,6,wickets,Away,Bulawayo,28-05-2010,May,2010,May-10,1,India,Zimbabwe
Won,7,wickets,Home,Bulawayo,30-05-2010,May,2010,May-10,1,India,SriLanka
Lost,7,wickets,Away,Harare,03-06-2010,Jun,2010,Jun-10,1,India,Zimbabwe
Lost,6,wickets,Home,Harare,05-06-2010,Jun,2010,Jun-10,1,India,SriLanka
Won,6,wickets,Away,Dambulla,16-06-2010,Jun,2010,Jun-10,1,India,Bangladesh
Won,3,wickets,Home,Dambulla,19-06-2010,Jun,2010,Jun-10,1,India,Pakistan
Lost,7,wickets,Away,Dambulla,22-06-2010,Jun,2010,Jun-10,1,India,SriLanka
Won,81,runs,Away,Dambulla,24-06-2010,Jun,2010,Jun-10,1,India,SriLanka
Lost,200,runs,Home,Dambulla,10-08-2010,Aug,2010,Aug-10,1,India,NewZealand
Won,6,wickets,Away,Dambulla,16-08-2010,Aug,2010,Aug-10,1,India,SriLanka
Lost,8,wickets,Away,Dambulla,22-08-2010,Aug,2010,Aug-10,1,India,SriLanka
Won,105,runs,Home,Dambulla,25-08-2010,Aug,2010,Aug-10,1,India,NewZealand
Lost,74,runs,Away,Dambulla,28-08-2010,Aug,2010,Aug-10,1,India,SriLanka
Won,5,wickets,Home,Visakhapatnam,20-10-2010,Oct,2010,Oct-10,1,India,Australia
Won,40,runs,Home,Guwahati,28-11-2010,Nov,2010,Nov-10,1,India,NewZealand
Won,8,wickets,Home,Jaipur,01-12-2010,Dec,2010,Dec-10,1,India,NewZealand
Won,9,wickets,Home,Vadodara,04-12-2010,Dec,2010,Dec-10,1,India,NewZealand
Won,5,wickets,Home,Bengaluru,07-12-2010,Dec,2010,Dec-10,1,India,NewZealand
Won,8,wickets,Home,Chennai,10-12-2010,Dec,2010,Dec-10,1,India,NewZealand
Lost,135,runs,Away,Durban,12-01-2011,Jan,2011,Jan-11,1,India,SouthAfrica
Won,1,runs,Away,Johannesburg,15-01-2011,Jan,2011,Jan-11,1,India,SouthAfrica
Won,2,wickets,Away,Cape Town,18-01-2011,Jan,2011,Jan-11,1,India,SouthAfrica
Lost,48,runs,Away,Port Elizabeth,21-01-2011,Jan,2011,Jan-11,1,India,SouthAfrica
Lost,33,runs,Away,Centurion,23-01-2011,Jan,2011,Jan-11,1,India,SouthAfrica
Won,87,runs,Away,Dhaka,19-02-2011,Feb,2011,Feb-11,1,India,Bangladesh
Won,5,wickets,Home,Bengaluru,06-03-2011,Mar,2011,Mar-11,1,India,Ireland
Won,5,wickets,Home,Delhi,09-03-2011,Mar,2011,Mar-11,1,India,Netherlands
Lost,3,wickets,Home,Nagpur,12-03-2011,Mar,2011,Mar-11,1,India,SouthAfrica
Won,80,runs,Home,Chennai,20-03-2011,Mar,2011,Mar-11,1,India,WestIndies
Won,5,wickets,Home,Ahmedabad,24-03-2011,Mar,2011,Mar-11,1,India,Australia
Won,29,runs,Home,Mohali,30-03-2011,Mar,2011,Mar-11,1,India,Pakistan
Won,6,wickets,Home,Mumbai,02-04-2011,Apr,2011,Apr-11,1,India,SriLanka
Won,4,wickets,Away,Port of Spain,06-06-2011,Jun,2011,Jun-11,1,India,WestIndies
Won,7,wickets,Away,Port of Spain,08-06-2011,Jun,2011,Jun-11,1,India,WestIndies
Won,3,wickets,Away,North Sound,11-06-2011,Jun,2011,Jun-11,1,India,WestIndies
Lost,103,runs,Away,North Sound,13-06-2011,Jun,2011,Jun-11,1,India,WestIndies
Lost,7,wickets,Away,Kingston,16-06-2011,Jun,2011,Jun-11,1,India,WestIndies
Lost,7,wickets,Away,Southampton,06-09-2011,Sep,2011,Sep-11,1,India,England
Lost,3,wickets,Away,The Oval,09-09-2011,Sep,2011,Sep-11,1,India,England
Lost,6,wickets,Away,Cardiff,16-09-2011,Sep,2011,Sep-11,1,India,England
Won,126,runs,Home,Hyderabad (Deccan),14-10-2011,Oct,2011,Oct-11,1,India,England
Won,8,wickets,Home,Delhi,17-10-2011,Oct,2011,Oct-11,1,India,England
Won,5,wickets,Home,Mohali,20-10-2011,Oct,2011,Oct-11,1,India,England
Won,6,wickets,Home,Mumbai,23-10-2011,Oct,2011,Oct-11,1,India,England
Won,95,runs,Home,Kolkata,25-10-2011,Oct,2011,Oct-11,1,India,England
Won,1,wickets,Home,Cuttack,29-11-2011,Nov,2011,Nov-11,1,India,WestIndies
Won,5,wickets,Home,Visakhapatnam,02-12-2011,Dec,2011,Dec-11,1,India,WestIndies
Lost,16,runs,Home,Ahmedabad,05-12-2011,Dec,2011,Dec-11,1,India,WestIndies
Won,153,runs,Home,Indore,08-12-2011,Dec,2011,Dec-11,1,India,WestIndies
Won,34,runs,Home,Chennai,11-12-2011,Dec,2011,Dec-11,1,India,WestIndies
Lost,65,runs,Away,Melbourne,05-02-2012,Feb,2012,Feb-12,1,India,Australia
Won,4,wickets,Home,Perth,08-02-2012,Feb,2012,Feb-12,1,India,SriLanka
Won,4,wickets,Away,Adelaide,12-02-2012,Feb,2012,Feb-12,1,India,Australia
Lost,110,runs,Away,Brisbane,19-02-2012,Feb,2012,Feb-12,1,India,Australia
Lost,51,runs,Home,Brisbane,21-02-2012,Feb,2012,Feb-12,1,India,SriLanka
Lost,87,runs,Away,Sydney,26-02-2012,Feb,2012,Feb-12,1,India,Australia
Won,7,wickets,Home,Hobart,28-02-2012,Feb,2012,Feb-12,1,India,SriLanka
Won,50,runs,Home,Dhaka,13-03-2012,Mar,2012,Mar-12,1,India,SriLanka
Lost,5,wickets,Away,Dhaka,16-03-2012,Mar,2012,Mar-12,1,India,Bangladesh
Won,6,wickets,Home,Dhaka,18-03-2012,Mar,2012,Mar-12,1,India,Pakistan
Won,21,runs,Away,Hambantota,21-07-2012,Jul,2012,Jul-12,1,India,SriLanka
Lost,9,wickets,Away,Hambantota,24-07-2012,Jul,2012,Jul-12,1,India,SriLanka
Won,5,wickets,Away,Colombo (RPS),28-07-2012,Jul,2012,Jul-12,1,India,SriLanka
Won,6,wickets,Away,Colombo (RPS),31-07-2012,Jul,2012,Jul-12,1,India,SriLanka
Won,20,runs,Away,Pallekele,04-08-2012,Aug,2012,Aug-12,1,India,SriLanka
Lost,6,wickets,Home,Chennai,30-12-2012,Dec,2012,Dec-12,1,India,Pakistan
Lost,85,runs,Home,Kolkata,03-01-2013,Jan,2013,Jan-13,1,India,Pakistan
Won,10,runs,Home,Delhi,06-01-2013,Jan,2013,Jan-13,1,India,Pakistan
Lost,9,runs,Home,Rajkot,11-01-2013,Jan,2013,Jan-13,1,India,England
Won,127,runs,Home,Kochi,15-01-2013,Jan,2013,Jan-13,1,India,England
Won,7,wickets,Home,Ranchi,19-01-2013,Jan,2013,Jan-13,1,India,England
Won,5,wickets,Home,Mohali,23-01-2013,Jan,2013,Jan-13,1,India,England
Lost,7,wickets,Home,Dharamsala,27-01-2013,Jan,2013,Jan-13,1,India,England
Won,26,runs,Home,Cardiff,06-06-2013,Jun,2013,Jun-13,1,India,SouthAfrica
Won,8,wickets,Home,The Oval,11-06-2013,Jun,2013,Jun-13,1,India,WestIndies
Won,8,wickets,Home,Birmingham,15-06-2013,Jun,2013,Jun-13,1,India,Pakistan
Won,8,wickets,Home,Cardiff,20-06-2013,Jun,2013,Jun-13,1,India,SriLanka
Won,5,runs,Away,Birmingham,23-06-2013,Jun,2013,Jun-13,1,India,England
Lost,1,wickets,Away,Kingston,30-06-2013,Jun,2013,Jun-13,1,India,WestIndies
Lost,161,runs,Home,Kingston,02-07-2013,Jul,2013,Jul-13,1,India,SriLanka
Won,102,runs,Away,Port of Spain,05-07-2013,Jul,2013,Jul-13,1,India,WestIndies
Won,81,runs,Home,Port of Spain,09-07-2013,Jul,2013,Jul-13,1,India,SriLanka
Won,1,wickets,Home,Port of Spain,11-07-2013,Jul,2013,Jul-13,1,India,SriLanka
Won,6,wickets,Away,Harare,24-07-2013,Jul,2013,Jul-13,1,India,Zimbabwe
Won,58,runs,Away,Harare,26-07-2013,Jul,2013,Jul-13,1,India,Zimbabwe
Won,7,wickets,Away,Harare,28-07-2013,Jul,2013,Jul-13,1,India,Zimbabwe
Won,9,wickets,Away,Bulawayo,01-08-2013,Aug,2013,Aug-13,1,India,Zimbabwe
Won,7,wickets,Away,Bulawayo,03-08-2013,Aug,2013,Aug-13,1,India,Zimbabwe
Lost,72,runs,Home,Pune,13-10-2013,Oct,2013,Oct-13,1,India,Australia
Won,9,wickets,Home,Jaipur,16-10-2013,Oct,2013,Oct-13,1,India,Australia
Lost,4,wickets,Home,Mohali,19-10-2013,Oct,2013,Oct-13,1,India,Australia
Won,6,wickets,Home,Nagpur,30-10-2013,Oct,2013,Oct-13,1,India,Australia
Won,57,runs,Home,Bengaluru,02-11-2013,Nov,2013,Nov-13,1,India,Australia
Won,6,wickets,Home,Kochi,21-11-2013,Nov,2013,Nov-13,1,India,WestIndies
Lost,2,wickets,Home,Visakhapatnam,24-11-2013,Nov,2013,Nov-13,1,India,WestIndies
Won,5,wickets,Home,Kanpur,27-11-2013,Nov,2013,Nov-13,1,India,WestIndies
Lost,141,runs,Away,Johannesburg,05-12-2013,Dec,2013,Dec-13,1,India,SouthAfrica
Lost,134,runs,Away,Durban,08-12-2013,Dec,2013,Dec-13,1,India,SouthAfrica
Lost,24,runs,Away,Napier,19-01-2014,Jan,2014,Jan-14,1,India,NewZealand
Lost,15,runs,Away,Hamilton,22-01-2014,Jan,2014,Jan-14,1,India,NewZealand
Lost,7,wickets,Away,Hamilton,28-01-2014,Jan,2014,Jan-14,1,India,NewZealand
Lost,87,runs,Away,Wellington,31-01-2014,Jan,2014,Jan-14,1,India,NewZealand
Won,6,wickets,Away,Fatullah,26-02-2014,Feb,2014,Feb-14,1,India,Bangladesh
Lost,2,wickets,Home,Fatullah,28-02-2014,Feb,2014,Feb-14,1,India,SriLanka
Lost,1,wickets,Home,Dhaka,02-03-2014,Mar,2014,Mar-14,1,India,Pakistan
Won,8,wickets,Away,Dhaka,05-03-2014,Mar,2014,Mar-14,1,India,Afghanistan
Won,7,wickets,Away,Dhaka,15-06-2014,Jun,2014,Jun-14,1,India,Bangladesh
Won,47,runs,Away,Dhaka,17-06-2014,Jun,2014,Jun-14,1,India,Bangladesh
Won,133,runs,Away,Cardiff,27-08-2014,Aug,2014,Aug-14,1,India,England
Won,6,wickets,Away,Nottingham,30-08-2014,Aug,2014,Aug-14,1,India,England
Won,9,wickets,Away,Birmingham,02-09-2014,Sep,2014,Sep-14,1,India,England
Lost,41,runs,Away,Leeds,05-09-2014,Sep,2014,Sep-14,1,India,England
Lost,124,runs,Home,Kochi,08-10-2014,Oct,2014,Oct-14,1,India,WestIndies
Won,48,runs,Home,Delhi,11-10-2014,Oct,2014,Oct-14,1,India,WestIndies
Won,59,runs,Home,Dharamsala,17-10-2014,Oct,2014,Oct-14,1,India,WestIndies
Won,169,runs,Home,Cuttack,02-11-2014,Nov,2014,Nov-14,1,India,SriLanka
Won,6,wickets,Home,Ahmedabad,06-11-2014,Nov,2014,Nov-14,1,India,SriLanka
Won,6,wickets,Home,Hyderabad (Deccan),09-11-2014,Nov,2014,Nov-14,1,India,SriLanka
Won,153,runs,Home,Kolkata,13-11-2014,Nov,2014,Nov-14,1,India,SriLanka
Won,3,wickets,Home,Ranchi,16-11-2014,Nov,2014,Nov-14,1,India,SriLanka
Lost,4,wickets,Away,Melbourne,18-01-2015,Jan,2015,Jan-15,1,India,Australia
Lost,9,wickets,Away,Brisbane,20-01-2015,Jan,2015,Jan-15,1,India,England
Lost,3,wickets,Away,Perth,30-01-2015,Jan,2015,Jan-15,1,India,England
Won,76,runs,Home,Adelaide,15-02-2015,Feb,2015,Feb-15,1,India,Pakistan
Won,130,runs,Home,Melbourne,22-02-2015,Feb,2015,Feb-15,1,India,SouthAfrica
Won,9,wickets,Home,Perth,28-02-2015,Feb,2015,Feb-15,1,India,U.A.E.
Won,4,wickets,Home,Perth,06-03-2015,Mar,2015,Mar-15,1,India,WestIndies
Won,8,wickets,Home,Hamilton,10-03-2015,Mar,2015,Mar-15,1,India,Ireland
Won,6,wickets,Home,Auckland,14-03-2015,Mar,2015,Mar-15,1,India,Zimbabwe
Won,109,runs,Away,Melbourne,19-03-2015,Mar,2015,Mar-15,1,India,Bangladesh
Lost,95,runs,Away,Sydney,26-03-2015,Mar,2015,Mar-15,1,India,Australia
Lost,79,runs,Away,Dhaka,18-06-2015,Jun,2015,Jun-15,1,India,Bangladesh
Lost,6,wickets,Away,Dhaka,21-06-2015,Jun,2015,Jun-15,1,India,Bangladesh
Won,77,runs,Away,Dhaka,24-06-2015,Jun,2015,Jun-15,1,India,Bangladesh
Won,4,runs,Away,Harare,10-07-2015,Jul,2015,Jul-15,1,India,Zimbabwe
Won,62,runs,Away,Harare,12-07-2015,Jul,2015,Jul-15,1,India,Zimbabwe
Won,83,runs,Away,Harare,14-07-2015,Jul,2015,Jul-15,1,India,Zimbabwe
Lost,5,runs,Home,Kanpur,11-10-2015,Oct,2015,Oct-15,1,India,SouthAfrica
Won,22,runs,Home,Indore,14-10-2015,Oct,2015,Oct-15,1,India,SouthAfrica
Lost,18,runs,Home,Rajkot,18-10-2015,Oct,2015,Oct-15,1,India,SouthAfrica
Won,35,runs,Home,Chennai,22-10-2015,Oct,2015,Oct-15,1,India,SouthAfrica
Lost,214,runs,Home,Mumbai,25-10-2015,Oct,2015,Oct-15,1,India,SouthAfrica
Lost,5,wickets,Away,Perth,12-01-2016,Jan,2016,Jan-16,1,India,Australia
Lost,7,wickets,Away,Brisbane,15-01-2016,Jan,2016,Jan-16,1,India,Australia
Lost,3,wickets,Away,Melbourne,17-01-2016,Jan,2016,Jan-16,1,India,Australia
Lost,25,runs,Away,Canberra,20-01-2016,Jan,2016,Jan-16,1,India,Australia
Won,6,wickets,Away,Sydney,23-01-2016,Jan,2016,Jan-16,1,India,Australia
Won,9,wickets,Away,Harare,11-06-2016,Jun,2016,Jun-16,1,India,Zimbabwe
Won,8,wickets,Away,Harare,13-06-2016,Jun,2016,Jun-16,1,India,Zimbabwe
Won,10,wickets,Away,Harare,15-06-2016,Jun,2016,Jun-16,1,India,Zimbabwe
Won,6,wickets,Home,Dharamsala,16-10-2016,Oct,2016,Oct-16,1,India,NewZealand
Lost,6,runs,Home,Delhi,20-10-2016,Oct,2016,Oct-16,1,India,NewZealand
Won,7,wickets,Home,Mohali,23-10-2016,Oct,2016,Oct-16,1,India,NewZealand
Lost,19,runs,Home,Ranchi,26-10-2016,Oct,2016,Oct-16,1,India,NewZealand
Won,190,runs,Home,Visakhapatnam,29-10-2016,Oct,2016,Oct-16,1,India,NewZealand
Won,3,wickets,Home,Pune,15-01-2017,Jan,2017,Jan-17,1,India,England
Won,15,runs,Home,Cuttack,19-01-2017,Jan,2017,Jan-17,1,India,England
Lost,5,runs,Home,Kolkata,22-01-2017,Jan,2017,Jan-17,1,India,England
Won,124,runs,Home,Birmingham,04-06-2017,Jun,2017,Jun-17,1,India,Pakistan
Lost,7,wickets,Home,The Oval,08-06-2017,Jun,2017,Jun-17,1,India,SriLanka
Won,8,wickets,Home,The Oval,11-06-2017,Jun,2017,Jun-17,1,India,SouthAfrica
Won,9,wickets,Away,Birmingham,15-06-2017,Jun,2017,Jun-17,1,India,Bangladesh
Lost,180,runs,Home,The Oval,18-06-2017,Jun,2017,Jun-17,1,India,Pakistan
Won,105,runs,Away,Port of Spain,25-06-2017,Jun,2017,Jun-17,1,India,WestIndies
Won,93,runs,Away,North Sound,30-06-2017,Jun,2017,Jun-17,1,India,WestIndies
Lost,11,runs,Away,North Sound,02-07-2017,Jul,2017,Jul-17,1,India,WestIndies
Won,8,wickets,Away,Kingston,06-07-2017,Jul,2017,Jul-17,1,India,WestIndies
Won,9,wickets,Away,Dambulla,20-08-2017,Aug,2017,Aug-17,1,India,SriLanka
Won,3,wickets,Away,Pallekele,24-08-2017,Aug,2017,Aug-17,1,India,SriLanka
Won,6,wickets,Away,Pallekele,27-08-2017,Aug,2017,Aug-17,1,India,SriLanka
Won,168,runs,Away,Colombo (RPS),31-08-2017,Aug,2017,Aug-17,1,India,SriLanka
Won,6,wickets,Away,Colombo (RPS),03-09-2017,Sep,2017,Sep-17,1,India,SriLanka
Won,26,runs,Home,Chennai,17-09-2017,Sep,2017,Sep-17,1,India,Australia
Won,50,runs,Home,Kolkata,21-09-2017,Sep,2017,Sep-17,1,India,Australia
Won,5,wickets,Home,Indore,24-09-2017,Sep,2017,Sep-17,1,India,Australia
Lost,21,runs,Home,Bengaluru,28-09-2017,Sep,2017,Sep-17,1,India,Australia
Won,7,wickets,Home,Nagpur,01-10-2017,Oct,2017,Oct-17,1,India,Australia
Lost,6,wickets,Home,Mumbai,22-10-2017,Oct,2017,Oct-17,1,India,NewZealand
Won,6,wickets,Home,Pune,25-10-2017,Oct,2017,Oct-17,1,India,NewZealand
Won,6,runs,Home,Kanpur,29-10-2017,Oct,2017,Oct-17,1,India,NewZealand
Lost,7,wickets,Home,Dharamsala,10-12-2017,Dec,2017,Dec-17,1,India,SriLanka
Won,141,runs,Home,Mohali,13-12-2017,Dec,2017,Dec-17,1,India,SriLanka
Won,8,wickets,Home,Visakhapatnam,17-12-2017,Dec,2017,Dec-17,1,India,SriLanka
Won,6,wickets,Away,Durban,01-02-2018,Feb,2018,Feb-18,1,India,SouthAfrica
Won,9,wickets,Away,Centurion,04-02-2018,Feb,2018,Feb-18,1,India,SouthAfrica
Won,124,runs,Away,Cape Town,07-02-2018,Feb,2018,Feb-18,1,India,SouthAfrica
Lost,5,wickets,Away,Johannesburg,10-02-2018,Feb,2018,Feb-18,1,India,SouthAfrica
Won,73,runs,Away,Port Elizabeth,13-02-2018,Feb,2018,Feb-18,1,India,SouthAfrica
Won,8,wickets,Away,Centurion,16-02-2018,Feb,2018,Feb-18,1,India,SouthAfrica
Won,8,wickets,Away,Nottingham,12-07-2018,Jul,2018,Jul-18,1,India,England
Lost,86,runs,Away,Lord's,14-07-2018,Jul,2018,Jul-18,1,India,England
Lost,8,wickets,Away,Leeds,17-07-2018,Jul,2018,Jul-18,1,India,England
Won,26,runs,Away,Dubai (DSC),18-09-2018,Sep,2018,Sep-18,1,India,HongKong
Won,8,wickets,Home,Dubai (DSC),19-09-2018,Sep,2018,Sep-18,1,India,Pakistan
Won,7,wickets,Away,Dubai (DSC),21-09-2018,Sep,2018,Sep-18,1,India,Bangladesh
Won,9,wickets,Home,Dubai (DSC),23-09-2018,Sep,2018,Sep-18,1,India,Pakistan
Won,3,wickets,Away,Dubai (DSC),28-09-2018,Sep,2018,Sep-18,1,India,Bangladesh
Won,8,wickets,Home,Guwahati,21-10-2018,Oct,2018,Oct-18,1,India,WestIndies
Lost,43,runs,Home,Pune,27-10-2018,Oct,2018,Oct-18,1,India,WestIndies
Won,224,runs,Home,Mumbai (BS),29-10-2018,Oct,2018,Oct-18,1,India,WestIndies
Won,9,wickets,Home,Thiruvananthapuram,01-11-2018,Nov,2018,Nov-18,1,India,WestIndies
Lost,34,runs,Away,Sydney,12-01-2019,Jan,2019,Jan-19,1,India,Australia
Won,6,wickets,Away,Adelaide,15-01-2019,Jan,2019,Jan-19,1,India,Australia
Won,7,wickets,Away,Melbourne,18-01-2019,Jan,2019,Jan-19,1,India,Australia
Won,8,wickets,Away,Napier,23-01-2019,Jan,2019,Jan-19,1,India,NewZealand
Won,90,runs,Away,Mount Maunganui,26-01-2019,Jan,2019,Jan-19,1,India,NewZealand
Won,7,wickets,Away,Mount Maunganui,28-01-2019,Jan,2019,Jan-19,1,India,NewZealand
Lost,8,wickets,Away,Hamilton,31-01-2019,Jan,2019,Jan-19,1,India,NewZealand
Won,35,runs,Away,Wellington,03-02-2019,Feb,2019,Feb-19,1,India,NewZealand
Won,6,wickets,Home,Hyderabad (Deccan),02-03-2019,Mar,2019,Mar-19,1,India,Australia
Won,8,runs,Home,Nagpur,05-03-2019,Mar,2019,Mar-19,1,India,Australia
Lost,32,runs,Home,Ranchi,08-03-2019,Mar,2019,Mar-19,1,India,Australia
Lost,4,wickets,Home,Mohali,10-03-2019,Mar,2019,Mar-19,1,India,Australia
Lost,35,runs,Home,Delhi,13-03-2019,Mar,2019,Mar-19,1,India,Australia
Won,6,wickets,Home,Southampton,05-06-2019,Jun,2019,Jun-19,1,India,SouthAfrica
Won,36,runs,Away,The Oval,09-06-2019,Jun,2019,Jun-19,1,India,Australia
Won,89,runs,Home,Manchester,16-06-2019,Jun,2019,Jun-19,1,India,Pakistan
Won,11,runs,Away,Southampton,22-06-2019,Jun,2019,Jun-19,1,India,Afghanistan
Won,125,runs,Home,Manchester,27-06-2019,Jun,2019,Jun-19,1,India,WestIndies
Lost,31,runs,Away,Birmingham,30-06-2019,Jun,2019,Jun-19,1,India,England
Won,28,runs,Away,Birmingham,02-07-2019,Jul,2019,Jul-19,1,India,Bangladesh
Won,7,wickets,Home,Leeds,06-07-2019,Jul,2019,Jul-19,1,India,SriLanka
Lost,18,runs,Home,Manchester,09-07-2019,Jul,2019,Jul-19,1,India,NewZealand
Won,59,runs,Away,Port of Spain,11-08-2019,Aug,2019,Aug-19,1,India,WestIndies
Won,6,wickets,Away,Port of Spain,14-08-2019,Aug,2019,Aug-19,1,India,WestIndies
Lost,8,wickets,Home,Chennai,15-12-2019,Dec,2019,Dec-19,1,India,WestIndies
Won,107,runs,Home,Visakhapatnam,18-12-2019,Dec,2019,Dec-19,1,India,WestIndies
Won,4,wickets,Home,Cuttack,22-12-2019,Dec,2019,Dec-19,1,India,WestIndies
Lost,10,wickets,Home,Mumbai,14-01-2020,Jan,2020,Jan-20,1,India,Australia
Won,36,runs,Home,Rajkot,17-01-2020,Jan,2020,Jan-20,1,India,Australia
Won,7,wickets,Home,Bengaluru,19-01-2020,Jan,2020,Jan-20,1,India,Australia
Lost,4,wickets,Away,Hamilton,05-02-2020,Feb,2020,Feb-20,1,India,NewZealand
Lost,22,runs,Away,Auckland,08-02-2020,Feb,2020,Feb-20,1,India,NewZealand
Lost,5,wickets,Away,Mount Maunganui,11-02-2020,Feb,2020,Feb-20,1,India,NewZealand
Won,6,wickets,Away,Auckland,17-02-2001,Feb,2001,Feb-01,1,Pakistan,NewZealand
Lost,6,wickets,Away,Napier,20-02-2001,Feb,2001,Feb-01,1,Pakistan,NewZealand
Won,28,runs,Away,Wellington,22-02-2001,Feb,2001,Feb-01,1,Pakistan,NewZealand
Lost,138,runs,Away,Christchurch,25-02-2001,Feb,2001,Feb-01,1,Pakistan,NewZealand
Lost,4,wickets,Away,Dunedin,28-02-2001,Feb,2001,Feb-01,1,Pakistan,NewZealand
Won,16,runs,Home,Sharjah,08-04-2001,Apr,2001,Apr-01,1,Pakistan,SriLanka
Won,8,wickets,Away,Sharjah,12-04-2001,Apr,2001,Apr-01,1,Pakistan,NewZealand
